       400
         1    0.00000E+00    0.00000E+00
         2    0.11705E+05    0.00000E+00
         3    0.23409E+05    0.00000E+00
         4    0.35114E+05    0.00000E+00
         5    0.46819E+05    0.00000E+00
         6    0.58524E+05    0.00000E+00
         7    0.70228E+05    0.00000E+00
         8    0.81933E+05    0.00000E+00
         9    0.93638E+05    0.00000E+00
        10    0.10534E+06    0.00000E+00
        11    0.11705E+06    0.00000E+00
        12    0.12875E+06    0.00000E+00
        13    0.14046E+06    0.00000E+00
        14    0.15216E+06    0.00000E+00
        15    0.16387E+06    0.00000E+00
        16    0.17557E+06    0.00000E+00
        17    0.18728E+06    0.00000E+00
        18    0.19898E+06    0.00000E+00
        19    0.21069E+06    0.00000E+00
        20    0.22239E+06    0.00000E+00
        21    0.00000E+00    0.11705E+05
        22    0.11705E+05    0.11705E+05
        23    0.23409E+05    0.11705E+05
        24    0.35114E+05    0.11705E+05
        25    0.46819E+05    0.11705E+05
        26    0.58524E+05    0.11705E+05
        27    0.70228E+05    0.11705E+05
        28    0.81933E+05    0.11705E+05
        29    0.93638E+05    0.11705E+05
        30    0.10534E+06    0.11705E+05
        31    0.11705E+06    0.11705E+05
        32    0.12875E+06    0.11705E+05
        33    0.14046E+06    0.11705E+05
        34    0.15216E+06    0.11705E+05
        35    0.16387E+06    0.11705E+05
        36    0.17557E+06    0.11705E+05
        37    0.18728E+06    0.11705E+05
        38    0.19898E+06    0.11705E+05
        39    0.21069E+06    0.11705E+05
        40    0.22239E+06    0.11705E+05
        41    0.00000E+00    0.23409E+05
        42    0.11705E+05    0.23409E+05
        43    0.23409E+05    0.23409E+05
        44    0.35114E+05    0.23409E+05
        45    0.46819E+05    0.23409E+05
        46    0.58524E+05    0.23409E+05
        47    0.70228E+05    0.23409E+05
        48    0.81933E+05    0.23409E+05
        49    0.93638E+05    0.23409E+05
        50    0.10534E+06    0.23409E+05
        51    0.11705E+06    0.23409E+05
        52    0.12875E+06    0.23409E+05
        53    0.14046E+06    0.23409E+05
        54    0.15216E+06    0.23409E+05
        55    0.16387E+06    0.23409E+05
        56    0.17557E+06    0.23409E+05
        57    0.18728E+06    0.23409E+05
        58    0.19898E+06    0.23409E+05
        59    0.21069E+06    0.23409E+05
        60    0.22239E+06    0.23409E+05
        61    0.00000E+00    0.35114E+05
        62    0.11705E+05    0.35114E+05
        63    0.23409E+05    0.35114E+05
        64    0.35114E+05    0.35114E+05
        65    0.46819E+05    0.35114E+05
        66    0.58524E+05    0.35114E+05
        67    0.70228E+05    0.35114E+05
        68    0.81933E+05    0.35114E+05
        69    0.93638E+05    0.35114E+05
        70    0.10534E+06    0.35114E+05
        71    0.11705E+06    0.35114E+05
        72    0.12875E+06    0.35114E+05
        73    0.14046E+06    0.35114E+05
        74    0.15216E+06    0.35114E+05
        75    0.16387E+06    0.35114E+05
        76    0.17557E+06    0.35114E+05
        77    0.18728E+06    0.35114E+05
        78    0.19898E+06    0.35114E+05
        79    0.21069E+06    0.35114E+05
        80    0.22239E+06    0.35114E+05
        81    0.00000E+00    0.46819E+05
        82    0.11705E+05    0.46819E+05
        83    0.23409E+05    0.46819E+05
        84    0.35114E+05    0.46819E+05
        85    0.46819E+05    0.46819E+05
        86    0.58524E+05    0.46819E+05
        87    0.70228E+05    0.46819E+05
        88    0.81933E+05    0.46819E+05
        89    0.93638E+05    0.46819E+05
        90    0.10534E+06    0.46819E+05
        91    0.11705E+06    0.46819E+05
        92    0.12875E+06    0.46819E+05
        93    0.14046E+06    0.46819E+05
        94    0.15216E+06    0.46819E+05
        95    0.16387E+06    0.46819E+05
        96    0.17557E+06    0.46819E+05
        97    0.18728E+06    0.46819E+05
        98    0.19898E+06    0.46819E+05
        99    0.21069E+06    0.46819E+05
       100    0.22239E+06    0.46819E+05
       101    0.00000E+00    0.58524E+05
       102    0.11705E+05    0.58524E+05
       103    0.23409E+05    0.58524E+05
       104    0.35114E+05    0.58524E+05
       105    0.46819E+05    0.58524E+05
       106    0.58524E+05    0.58524E+05
       107    0.70228E+05    0.58524E+05
       108    0.81933E+05    0.58524E+05
       109    0.93638E+05    0.58524E+05
       110    0.10534E+06    0.58524E+05
       111    0.11705E+06    0.58524E+05
       112    0.12875E+06    0.58524E+05
       113    0.14046E+06    0.58524E+05
       114    0.15216E+06    0.58524E+05
       115    0.16387E+06    0.58524E+05
       116    0.17557E+06    0.58524E+05
       117    0.18728E+06    0.58524E+05
       118    0.19898E+06    0.58524E+05
       119    0.21069E+06    0.58524E+05
       120    0.22239E+06    0.58524E+05
       121    0.00000E+00    0.70228E+05
       122    0.11705E+05    0.70228E+05
       123    0.23409E+05    0.70228E+05
       124    0.35114E+05    0.70228E+05
       125    0.46819E+05    0.70228E+05
       126    0.58524E+05    0.70228E+05
       127    0.70228E+05    0.70228E+05
       128    0.81933E+05    0.70228E+05
       129    0.93638E+05    0.70228E+05
       130    0.10534E+06    0.70228E+05
       131    0.11705E+06    0.70228E+05
       132    0.12875E+06    0.70228E+05
       133    0.14046E+06    0.70228E+05
       134    0.15216E+06    0.70228E+05
       135    0.16387E+06    0.70228E+05
       136    0.17557E+06    0.70228E+05
       137    0.18728E+06    0.70228E+05
       138    0.19898E+06    0.70228E+05
       139    0.21069E+06    0.70228E+05
       140    0.22239E+06    0.70228E+05
       141    0.00000E+00    0.81933E+05
       142    0.11705E+05    0.81933E+05
       143    0.23409E+05    0.81933E+05
       144    0.35114E+05    0.81933E+05
       145    0.46819E+05    0.81933E+05
       146    0.58524E+05    0.81933E+05
       147    0.70228E+05    0.81933E+05
       148    0.81933E+05    0.81933E+05
       149    0.93638E+05    0.81933E+05
       150    0.10534E+06    0.81933E+05
       151    0.11705E+06    0.81933E+05
       152    0.12875E+06    0.81933E+05
       153    0.14046E+06    0.81933E+05
       154    0.15216E+06    0.81933E+05
       155    0.16387E+06    0.81933E+05
       156    0.17557E+06    0.81933E+05
       157    0.18728E+06    0.81933E+05
       158    0.19898E+06    0.81933E+05
       159    0.21069E+06    0.81933E+05
       160    0.22239E+06    0.81933E+05
       161    0.00000E+00    0.93638E+05
       162    0.11705E+05    0.93638E+05
       163    0.23409E+05    0.93638E+05
       164    0.35114E+05    0.93638E+05
       165    0.46819E+05    0.93638E+05
       166    0.58524E+05    0.93638E+05
       167    0.70228E+05    0.93638E+05
       168    0.81933E+05    0.93638E+05
       169    0.93638E+05    0.93638E+05
       170    0.10534E+06    0.93638E+05
       171    0.11705E+06    0.93638E+05
       172    0.12875E+06    0.93638E+05
       173    0.14046E+06    0.93638E+05
       174    0.15216E+06    0.93638E+05
       175    0.16387E+06    0.93638E+05
       176    0.17557E+06    0.93638E+05
       177    0.18728E+06    0.93638E+05
       178    0.19898E+06    0.93638E+05
       179    0.21069E+06    0.93638E+05
       180    0.22239E+06    0.93638E+05
       181    0.00000E+00    0.10534E+06
       182    0.11705E+05    0.10534E+06
       183    0.23409E+05    0.10534E+06
       184    0.35114E+05    0.10534E+06
       185    0.46819E+05    0.10534E+06
       186    0.58524E+05    0.10534E+06
       187    0.70228E+05    0.10534E+06
       188    0.81933E+05    0.10534E+06
       189    0.93638E+05    0.10534E+06
       190    0.10534E+06    0.10534E+06
       191    0.11705E+06    0.10534E+06
       192    0.12875E+06    0.10534E+06
       193    0.14046E+06    0.10534E+06
       194    0.15216E+06    0.10534E+06
       195    0.16387E+06    0.10534E+06
       196    0.17557E+06    0.10534E+06
       197    0.18728E+06    0.10534E+06
       198    0.19898E+06    0.10534E+06
       199    0.21069E+06    0.10534E+06
       200    0.22239E+06    0.10534E+06
       201    0.00000E+00    0.11705E+06
       202    0.11705E+05    0.11705E+06
       203    0.23409E+05    0.11705E+06
       204    0.35114E+05    0.11705E+06
       205    0.46819E+05    0.11705E+06
       206    0.58524E+05    0.11705E+06
       207    0.70228E+05    0.11705E+06
       208    0.81933E+05    0.11705E+06
       209    0.93638E+05    0.11705E+06
       210    0.10534E+06    0.11705E+06
       211    0.11705E+06    0.11705E+06
       212    0.12875E+06    0.11705E+06
       213    0.14046E+06    0.11705E+06
       214    0.15216E+06    0.11705E+06
       215    0.16387E+06    0.11705E+06
       216    0.17557E+06    0.11705E+06
       217    0.18728E+06    0.11705E+06
       218    0.19898E+06    0.11705E+06
       219    0.21069E+06    0.11705E+06
       220    0.22239E+06    0.11705E+06
       221    0.00000E+00    0.12875E+06
       222    0.11705E+05    0.12875E+06
       223    0.23409E+05    0.12875E+06
       224    0.35114E+05    0.12875E+06
       225    0.46819E+05    0.12875E+06
       226    0.58524E+05    0.12875E+06
       227    0.70228E+05    0.12875E+06
       228    0.81933E+05    0.12875E+06
       229    0.93638E+05    0.12875E+06
       230    0.10534E+06    0.12875E+06
       231    0.11705E+06    0.12875E+06
       232    0.12875E+06    0.12875E+06
       233    0.14046E+06    0.12875E+06
       234    0.15216E+06    0.12875E+06
       235    0.16387E+06    0.12875E+06
       236    0.17557E+06    0.12875E+06
       237    0.18728E+06    0.12875E+06
       238    0.19898E+06    0.12875E+06
       239    0.21069E+06    0.12875E+06
       240    0.22239E+06    0.12875E+06
       241    0.00000E+00    0.14046E+06
       242    0.11705E+05    0.14046E+06
       243    0.23409E+05    0.14046E+06
       244    0.35114E+05    0.14046E+06
       245    0.46819E+05    0.14046E+06
       246    0.58524E+05    0.14046E+06
       247    0.70228E+05    0.14046E+06
       248    0.81933E+05    0.14046E+06
       249    0.93638E+05    0.14046E+06
       250    0.10534E+06    0.14046E+06
       251    0.11705E+06    0.14046E+06
       252    0.12875E+06    0.14046E+06
