0.95,2
1	1.54138E-08
2	1.55998E-08
3	1.5788E-08
4	1.59783E-08
5	1.61709E-08
6	1.63658E-08
7	1.65629E-08
8	1.67624E-08
9	1.69642E-08
10	1.71683E-08
11	1.73749E-08
12	1.75838E-08
13	1.77952E-08
14	1.8009E-08
15	1.82254E-08
16	1.84443E-08
17	1.86657E-08
18	1.88897E-08
19	1.91163E-08
20	1.93456E-08
21	1.95776E-08
22	1.98122E-08
23	2.00496E-08
24	2.02897E-08
25	2.05326E-08
26	2.07784E-08
27	2.1027E-08
28	2.12785E-08
29	2.15329E-08
30	2.17903E-08
31	2.20507E-08
32	2.23141E-08
33	2.25805E-08
34	2.28501E-08
35	2.31227E-08
36	2.33985E-08
37	2.36776E-08
38	2.39598E-08
39	2.42453E-08
40	2.45341E-08
41	2.48263E-08
42	2.51218E-08
43	2.54208E-08
44	2.57232E-08
45	2.60291E-08
46	2.63386E-08
47	2.66516E-08
48	2.69682E-08
49	2.72885E-08
50	2.76124E-08
51	2.79401E-08
52	2.82716E-08
53	2.86069E-08
54	2.89461E-08
55	2.92891E-08
56	2.96361E-08
57	2.99871E-08
58	3.03422E-08
59	3.07013E-08
60	3.10645E-08
61	3.14319E-08
62	3.18035E-08
63	3.21794E-08
64	3.25597E-08
65	3.29442E-08
66	3.33332E-08
67	3.37266E-08
68	3.41246E-08
69	3.45271E-08
70	3.49342E-08
71	3.5346E-08
72	3.57624E-08
73	3.61837E-08
74	3.66097E-08
75	3.70406E-08
76	3.74765E-08
77	3.79173E-08
78	3.83632E-08
79	3.88141E-08
80	3.92702E-08
81	3.97315E-08
82	4.0198E-08
83	4.06699E-08
84	4.11471E-08
85	4.16298E-08
86	4.21179E-08
87	4.26117E-08
88	4.3111E-08
89	4.3616E-08
90	4.41267E-08
91	4.46433E-08
92	4.51657E-08
93	4.5694E-08
94	4.62284E-08
95	4.67688E-08
96	4.73153E-08
97	4.7868E-08
98	4.8427E-08
99	4.89923E-08
100	4.95641E-08
101	5.01422E-08
102	5.0727E-08
103	5.13183E-08
104	5.19164E-08
105	5.25211E-08
106	5.31328E-08
107	5.37513E-08
108	5.43768E-08
109	5.50094E-08
110	5.56491E-08
111	5.6296E-08
112	5.69502E-08
113	5.76118E-08
114	5.82809E-08
115	5.89574E-08
116	5.96416E-08
117	6.03335E-08
118	6.10332E-08
119	6.17407E-08
120	6.24562E-08
121	6.31797E-08
122	6.39114E-08
123	6.46513E-08
124	6.53994E-08
125	6.6156E-08
126	6.69211E-08
127	6.76947E-08
128	6.8477E-08
129	6.92681E-08
130	7.0068E-08
131	7.08768E-08
132	7.16948E-08
133	7.25218E-08
134	7.33582E-08
135	7.42038E-08
136	7.5059E-08
137	7.59236E-08
138	7.67979E-08
139	7.7682E-08
140	7.8576E-08
141	7.94799E-08
142	8.03939E-08
143	8.1318E-08
144	8.22525E-08
145	8.31974E-08
146	8.41528E-08
147	8.51188E-08
148	8.60956E-08
149	8.70832E-08
150	8.80818E-08
151	8.90915E-08
152	9.01124E-08
153	9.11447E-08
154	9.21884E-08
155	9.32436E-08
156	9.43106E-08
157	9.53894E-08
158	9.64802E-08
159	9.75831E-08
160	9.86981E-08
161	9.98255E-08
162	1.00965E-07
163	1.02118E-07
164	1.03283E-07
165	1.04461E-07
166	1.05652E-07
167	1.06857E-07
168	1.08074E-07
169	1.09305E-07
170	1.1055E-07
171	1.11808E-07
172	1.1308E-07
173	1.14366E-07
174	1.15667E-07
175	1.16982E-07
176	1.18311E-07
177	1.19654E-07
178	1.21013E-07
179	1.22386E-07
180	1.23775E-07
181	1.25179E-07
182	1.26598E-07
183	1.28033E-07
184	1.29484E-07
185	1.3095E-07
186	1.32433E-07
187	1.33931E-07
188	1.35447E-07
189	1.36978E-07
190	1.38527E-07
191	1.40093E-07
192	1.41675E-07
193	1.43275E-07
194	1.44893E-07
195	1.46528E-07
196	1.48181E-07
197	1.49852E-07
198	1.51541E-07
199	1.53249E-07
200	1.54975E-07
201	1.5672E-07
202	1.58485E-07
203	1.60268E-07
204	1.62071E-07
205	1.63893E-07
206	1.65736E-07
207	1.67598E-07
208	1.6948E-07
209	1.71384E-07
210	1.73307E-07
211	1.75252E-07
212	1.77218E-07
213	1.79205E-07
214	1.81213E-07
215	1.83243E-07
216	1.85296E-07
217	1.8737E-07
218	1.89468E-07
219	1.91587E-07
220	1.9373E-07
221	1.95896E-07
222	1.98085E-07
223	2.00298E-07
224	2.02535E-07
225	2.04796E-07
226	2.07082E-07
227	2.09392E-07
228	2.11727E-07
229	2.14087E-07
230	2.16473E-07
231	2.18884E-07
232	2.21322E-07
233	2.23785E-07
234	2.26276E-07
235	2.28793E-07
236	2.31337E-07
237	2.33908E-07
238	2.36507E-07
239	2.39134E-07
240	2.41789E-07
241	2.44473E-07
242	2.47185E-07
243	2.49927E-07
244	2.52698E-07
245	2.55498E-07
246	2.58329E-07
247	2.6119E-07
248	2.64082E-07
249	2.67004E-07
250	2.69958E-07
251	2.72943E-07
252	2.75961E-07
253	2.7901E-07
254	2.82092E-07
255	2.85207E-07
256	2.88355E-07
257	2.91537E-07
258	2.94753E-07
259	2.98003E-07
260	3.01288E-07
261	3.04607E-07
262	3.07962E-07
263	3.11353E-07
264	3.1478E-07
265	3.18243E-07
266	3.21743E-07
267	3.2528E-07
268	3.28855E-07
269	3.32468E-07
270	3.36119E-07
271	3.39809E-07
272	3.43538E-07
273	3.47307E-07
274	3.51115E-07
275	3.54964E-07
276	3.58853E-07
277	3.62784E-07
278	3.66756E-07
