90.0000 31.8052
89.0200 31.8052
87.9310 31.7192
86.4065 31.6332
84.9909 31.7192
83.7931 31.7192
82.7042 31.6332
81.7241 31.6332
80.7441 31.6332
79.9819 31.6332
79.1107 31.6332
78.0218 31.5473
77.0417 31.5473
76.0617 31.4613
75.4083 31.4613
74.2105 31.4613
72.9038 31.5473
71.9238 31.5473
70.8348 31.5473
70.0726 31.5473
68.7659 31.5473
67.7858 31.5473
66.6969 31.5473
65.7169 31.5473
64.7368 31.5473
63.7568 31.6332
62.6679 31.6332
61.9056 31.6332
60.8167 31.6332
59.7278 31.6332
58.7477 31.6332
57.4410 31.7192
56.3521 31.7192
55.3721 31.7192
54.9365 31.8052
53.8475 31.8052
52.7586 31.8052
51.7786 31.8052
50.4719 31.8911
49.2740 31.8911
48.2940 31.8052
47.6407 31.8052
46.7695 31.7192
45.5717 31.8052
44.0472 31.8052
43.1760 31.6332
41.9782 31.6332
40.6715 31.6332
39.9093 31.4613
38.7114 31.4613
37.6225 31.3754
36.7514 31.2034
35.6624 31.2034
34.3557 31.0315
32.9401 30.9456
31.3067 30.8596
29.2377 30.7736
27.6044 30.7736
26.5154 30.6877
25.3176 30.6017
23.6842 30.6017
22.7042 30.5158
20.8530 30.3438
19.3285 30.2579
17.6951 30.1719
15.8439 30.1719
14.1016 30.0860
12.5771 30.0000
11.4882 29.9140
10.5082 29.8281
