         908.174         667.615         939.870        1251.233        1028.460        1241.174        1404.426        1662.629        1844.484        1778.105        1635.933        1220.691         877.702         725.725        1309.819        1344.982        1493.970        1977.698        1531.377        1323.345        1080.802        1266.862        1355.972        1047.422        1580.745        1555.302        1182.433         716.886        1005.002         883.119         770.089         657.321         456.714         565.320         583.132         618.352         678.469         763.754         691.242         765.277         739.336         852.723         683.109         584.765         609.849         667.234         458.033         434.842         378.581         330.959         247.840         195.012         160.779         149.276         144.396         132.280         129.135         123.216         118.233         113.450         111.018         108.244         117.683         111.410         124.913         125.430         146.396         140.697         125.006         148.429         159.462         207.594         217.465         176.340         194.607         232.060         308.502         222.204         387.862         408.888         309.896         200.581         169.061         203.163         261.135         205.020         260.938         295.654         290.772         376.693         390.688         285.861         254.691         343.600         311.261         216.238         266.175         364.249         450.675         478.132         226.298         487.930         517.760         478.721         558.396         547.207         571.610         859.412         609.542         550.486         537.842         367.750         539.643         238.665         384.993         440.886         453.266         361.528         599.598         805.272         527.889         787.863         809.215         535.935         501.454         410.906         244.107         337.486         325.031         181.813         362.440         281.383         322.795         211.720         206.383         111.856         111.491         112.545         105.210          99.913          96.699          94.247          92.238          91.076          89.227          85.636          87.272          87.754          87.498          85.060          86.432          83.036          83.182          85.241          90.713          85.021          82.961          86.919          81.271          85.251          81.465          79.253          83.524          81.439          83.197          83.495          82.359          83.537          83.009          83.148          83.098          86.338          85.360          82.499          83.456          82.711          84.000          84.000          85.523          85.687          84.467          86.436          84.501          85.548          85.229          85.501          88.041          86.011          90.086          88.285          95.915          89.098          90.372          84.024          88.387          85.000          82.543          91.455          91.530          88.443          92.709          91.836          89.165          90.071          89.480          90.210          92.911          94.437          91.640          92.257          93.153          91.518          91.565          90.492          91.851          93.579          90.925          89.937          92.879          99.104          95.382          93.638          95.922         105.479          98.096          99.981          98.755          98.197         100.505          99.966          97.571         107.696         103.475         103.620         103.928         107.919         106.036         126.664         113.096         117.771         114.911         114.188         106.086         105.179         113.134         115.993         115.887         117.319         113.374         118.916         117.867         119.618         125.902         208.475         247.530         214.523         294.914         321.317         326.603         340.574         401.693         437.169         390.852         296.540         492.368         739.198         590.389         245.538         313.828         358.706         221.377         436.856         691.738         524.038         443.173         713.322         497.273         517.875         638.845         682.542         666.386         692.822         653.255         675.290         639.573        1172.641        1382.248        1562.287        1531.895        1629.274        1894.280        1646.801        1662.774        1527.834        1085.031         679.610         865.895         813.732        1235.937        1629.114        1359.291        1751.117        2168.198        1936.688        1855.619        1640.864        1529.992        1445.165        1276.996        1526.679        1515.681        1401.752        1184.147        1125.488        1608.957        1780.925        1327.213        1700.052        1326.607        1217.109        1215.771        1139.759         940.019         546.224         826.408         772.884         640.978         526.938         411.382         388.189         459.700         389.848         394.750         535.008         629.596         442.828         643.605         484.040         475.990         321.194         344.043         619.559         739.471         743.247         947.283        1000.623         729.115         525.730         876.227        1013.839        1283.770        1083.399        1217.740        1410.104        1421.909        1250.618        1406.771        1479.804        1258.519        1434.278        1695.727        1763.199        1857.552        1725.557        1781.708        1510.807        1700.434        1874.549        2019.304        1885.723        2155.244        1742.686        1564.867        1887.845        2311.105        2416.499        2495.895        2184.577        1864.067        1625.560        1143.936        1307.763        1686.489        1974.170        1537.648        1322.964        1196.317        1278.960        1587.707        2026.003        1966.033        1480.699        1760.280        1638.270        1946.223        2658.200        2017.127        1830.086        2241.786        1968.062
         874.493         708.166        1184.605        1454.922        1093.394        1283.485        1901.208        1886.063        2168.432        1831.217        1381.617         990.048         988.264         694.169        1032.988        1476.167        1393.512        2024.823        1815.379        1536.491        1217.220        1781.562        1294.074        1334.473        1535.442        1606.312        1057.890        1051.111        1036.318        1234.367         746.050         563.549         689.079         765.516         736.666        1036.248         808.847         872.714         799.471         998.379         756.382        1104.424         712.932         677.588         584.273         530.708         413.184         343.068         212.919         241.141         330.433         267.190         146.203         133.882         133.047         142.414         134.534         131.637         121.877         122.299         115.266         122.705         123.713         124.961         124.758         142.775         156.680         156.735         151.464         142.135         175.972         186.394         213.448         208.677         216.693         306.910         573.338         304.307         683.243         686.971         377.884         376.375         221.355         189.372         257.874         304.911         325.589         381.716         419.881         393.491         418.067         413.641         346.509         338.613         288.527         351.390         307.230         336.480         458.401         405.109         231.412         282.787         375.054         407.768         482.058         386.572         503.214         617.671         525.259         374.994         451.612         347.217         288.292         178.031         349.454         314.425         408.347         445.459         452.118         625.736         654.211         502.311         487.395         630.181         451.603         425.845         308.333         419.837         421.954         235.656         251.830         454.867         368.858         187.812         154.441         167.273         121.774         117.970         117.085         106.067         100.062          95.726          97.547          93.357          91.352          86.297          85.869          91.689          85.964          87.213          84.103          87.189          85.417          87.449          84.000          85.022          83.540          86.277          87.034          88.825          82.421          83.927          80.389          77.937          84.451          82.057          84.962          84.206          86.848          84.005          84.485          83.384          84.390          84.501          88.394          84.431          83.517          85.000          87.543          85.952          85.056          91.559          85.496          85.547          86.479          85.409          85.060          93.129          86.532          88.176          89.357          90.166          85.576          82.719          88.310          85.000          85.857          89.967          91.593          88.623          88.863          90.229          90.070          94.930          90.718          92.110          90.594          90.297          92.563          97.745          92.750          90.314          92.821          94.789          89.047          91.420          89.103          93.054          96.127          95.751          94.218          93.206          95.000          95.000          97.000          98.826          97.752          96.739          97.879         102.378         103.078         103.760         107.910         112.052         107.421         103.205         101.200         102.884         107.959         117.517         109.708         111.113         109.278         102.161         110.096         107.808         107.953         110.747         109.124         111.157         112.172         123.864         135.429         124.759         286.358         337.725         205.697         235.929         328.935         372.524         330.736         466.251         386.835         361.130         275.817         408.966         517.682         359.196         422.234         435.764         220.997         322.454         581.843         414.001         531.849         639.563         488.611         639.671         669.201         621.723         745.357         781.069         558.877         513.429         669.878        1200.938        1679.766        1735.666        1730.834        1752.857        1890.331        2061.780        1338.371        1547.496         847.169         723.856        1177.695        1073.071        1222.669        1325.927        1377.864        1960.406        1639.042        1690.691        2151.037        1791.428        1976.506        1698.710        1618.812        1640.196        1982.091        1587.371        1390.674        1077.967        1380.438        1831.630        1539.617        1461.907        1666.513        1672.533        1429.522        1238.527         967.774         528.528         915.328        1051.489         889.760         961.869         771.190         605.216         367.522         402.702         688.593         556.902         510.891         632.651         501.288         464.307         577.608         536.821         371.150         536.828         541.520         782.929         810.548         900.718        1101.761         692.005         847.915         779.325        1186.251        1266.945        1482.013        1194.196        1036.560         915.218        1400.640        1455.935        1286.727        1159.543        1440.074        1848.935        1603.028        1278.050        1763.223        1412.764        1429.098        1780.678        1732.169        2262.461        2051.766        2138.913        2195.412        2127.283        2271.181        1956.365        2015.175        2026.767        2256.929        1821.184        1389.862        1791.067        2346.551        1806.097        1633.392        1913.852        1541.640        1534.052        2022.108        2137.993        2254.859        1738.073        2077.557        1763.609        1872.376        2433.703        2390.092        2301.543        2417.951        2240.242
         665.771        1189.936        1723.944        1708.203        1284.403        1685.352        2290.069        2000.393        1966.359        1616.486        1598.631        1325.630         652.975        1042.408        1572.745        1881.274        2010.241        2273.286        1967.269        1633.417        1378.387        1996.077        1740.783        1673.175        1762.165        1523.156        1142.568        1483.210        1429.875        1232.325         794.607         789.956        1266.026         833.000         756.570         903.945        1290.712        1089.499         919.503         921.285         843.368         934.501         736.237         883.003         612.227         539.286         331.629         364.442         418.715         341.738         248.472         154.842         143.353         147.639         150.592         139.373         129.410         124.392         131.152         115.051         118.790         128.108         129.496         131.597         124.707         157.260         221.679         182.810         195.079         220.246         173.549         217.066         253.389         311.263         236.526         373.849         665.936         568.451         764.013         803.890         402.135         655.106         356.713         188.503         239.914         398.073         370.920         470.287         409.072         480.277         489.593         449.077         483.259         478.297         274.896         455.195         477.691         425.809         362.966         464.233         290.189         272.331         242.331         239.915         281.620         316.817         405.184         479.834         406.279         353.546         298.996         309.022         260.234         219.932         176.772         323.778         305.002         267.826         344.604         469.883         434.681         486.251         375.677         490.093         513.737         446.603         514.974         568.823         496.831         287.889         292.216         339.997         270.305         219.156         254.296         168.349         156.200         120.464         121.128         108.714         102.086          98.412          98.311          96.858          92.733          86.777          91.714          86.765          89.985          88.254          90.576          84.820          89.880          88.826          84.000          84.150          83.354          91.892          88.571          84.849          82.909          81.465          82.881          83.000          80.868          80.983          83.151          84.413          81.881          83.475          83.481          83.297          83.560          85.393          83.010          83.872          87.462          89.039          84.943          91.413          90.849          84.108          88.412          83.844          85.000          87.305          84.908          86.996          90.246          88.361          90.450          87.804          88.108          83.108          90.371          95.221          85.000          87.241          90.541          89.801          87.806          88.072          87.817          89.467          90.753          91.799          88.551          89.892          91.419          90.047          94.377          90.727          91.029          95.291          92.989          91.357          97.948          92.082          97.371          99.251          92.629          98.252          94.644          95.725          97.541          96.821         100.331          99.332          96.520          97.324         100.875         100.064         106.430         100.076         102.041         104.920         106.472         109.572         103.918         102.985         110.295         105.548         103.475         111.443         107.058         106.892         106.164         107.096         110.040         109.995         117.165         110.924         124.874         126.794         128.049         151.641         267.698         367.165         223.698         195.237         302.908         311.276         391.933         347.124         386.535         258.394         287.100         308.835         307.125         270.530         219.054         260.456         447.536         331.084         631.818         552.760         373.176         514.218         527.601         632.851         616.209         569.365         467.599         570.766         659.194         883.867        1248.107        1245.408        1302.860        1593.669        2124.765        1659.115        1528.773        1000.337         858.358         652.077        1103.249        1483.400        1340.958        1137.343        1359.092        1596.155        1429.378        1905.076        2148.620        1740.465        1577.200        1694.613        1706.764        1771.034        2103.104        1655.501        1285.187        1160.730        1444.349        1573.760        1406.924        1579.181        1560.971        1221.236        1195.158         961.682         964.694         572.375         925.735        1382.921        1028.517        1200.629         818.652         885.782         714.868         466.475         465.249         650.207         761.068         637.915         615.642         535.391         465.322         487.911         419.305         569.242         412.440         670.629         584.607         763.075        1220.276        1114.041        1152.513         751.378         842.650         961.301         998.078        1062.464         773.992        1021.425        1000.809        1272.859         980.259         887.001        1297.201        1535.874        1252.461        1230.984        1544.467        1318.816        1352.539        1331.104        1524.802        1836.576        1764.933        2048.867        1957.958        1661.719        1950.813        2079.631        1467.848        1952.039        2366.306        1953.353        1756.860        1715.121        2156.061        2235.782        2045.896        2493.429        2197.579        1597.667        1713.951        2366.788        2384.753        2251.973        2649.008        2210.937        2367.836        2118.903        2602.592        2437.498        2669.669        2772.171
         762.625         977.122        1392.396        1859.934        1583.665        2198.352        2261.020        1818.449        1583.891        1466.561        1437.044        1513.794         926.817        1123.479        1099.965        1511.976        1946.403        1831.432        2014.839        1875.138        1751.489        1965.260        1948.010        2184.820        1589.359        1258.976        1418.866        1468.420        1523.918        1198.621         707.038        1025.479        1061.857        1196.201         823.148         837.366        1259.682        1372.829        1048.627        1302.739         982.134         977.831         829.860         816.351         687.150         444.043         355.945         309.614         226.029         161.909         153.998         315.480         283.828         160.200         185.274         152.301         162.217         155.756         148.959         143.783         134.081         131.917         136.301         148.065         205.071         204.787         270.412         236.895         171.228         227.402         244.744         218.203         297.553         362.542         265.670         541.503         553.605         653.011         947.576         928.470         887.166         858.176         443.897         278.074         434.895         326.162         548.785         637.395         532.180         522.428         677.893         637.818         624.817         538.791         330.803         531.625         556.252         516.905         460.339         388.814         472.327         381.736         327.978         349.175         407.378         403.188         455.617         499.995         422.289         375.459         314.032         267.011         224.480         190.707         170.580         197.500         191.527         234.262         267.853         281.747         338.910         391.502         403.026         449.228         483.256         515.844         439.001         343.882         386.277         282.692         295.165         262.090         257.725         245.387         470.894         460.711         142.221         145.540         134.561         112.758         111.206         113.953         106.479         102.569          94.864          91.557          89.701          92.706          93.923          89.405          85.754          86.603          84.768          91.224          85.000          90.286          87.136          87.239          84.250          86.630          81.644          80.621          81.000          80.381          83.282          82.237          84.963          85.000          82.531          84.239          84.406          82.890          83.000          84.830          84.169          94.035          85.058          83.744          84.635          85.310          83.611          85.598          87.032          87.057          86.583          88.758          85.608          85.891          87.708          85.563          89.706          89.539          93.507          90.241          83.571          85.000          91.350          86.000          86.000          88.907          94.097          88.521          88.924          89.964          89.721          90.501          91.879          92.785          90.372          95.025         103.107          98.404         100.111          93.231          94.562          92.446          92.273          93.382          99.296          96.024          92.113          93.911          92.930          95.291          94.113          95.409         100.000         105.618          96.831          99.277         102.683         101.113          97.242          99.016         103.030         100.114         103.103         103.445         102.517         100.423         107.589         105.733         107.482         105.726         106.030         107.774         108.012         108.169         107.842         112.627         107.996         110.185         112.751         112.889         133.984         125.465         121.885         196.543         384.817         273.843         162.928         318.969         587.909         541.196         371.276         275.887         266.775         271.641         309.563         271.189         310.121         327.586         379.528         331.628         511.712         455.574         387.950         566.511         637.334         716.450         538.188         437.584         475.676         560.896         642.235         714.080         836.262         870.479         939.881        1378.686        1520.575        1689.557        1431.222        1235.733         823.143         732.952         908.581        1348.320         985.108        1048.259        1396.676        1470.961        1374.909        1737.040        1923.446        1905.408        1346.419        1438.869        1358.967        1706.263        1776.706        1816.686        1712.895        1392.302        1323.100        1654.367        1420.506        1588.553        1680.665        1321.362         947.744         947.184         726.193         640.339         949.378        1135.226        1326.006        1360.460        1265.595        1097.635         986.188         720.392         449.885         406.371         735.520         813.338         615.212         420.582         609.703         368.244         432.785         411.297         640.807         676.752         632.465         985.089         839.715         852.248         806.442         732.684        1015.663         778.689        1198.958        1118.884         835.266         670.288        1173.749        1194.465         971.702         864.339        1124.232        1121.610         942.919        1012.632        1672.229        1235.173        1047.487        1184.105        1674.755        1420.897        1495.614        2062.129        1878.520        1446.609        1773.416        1661.490        1376.798        1625.696        2147.777        2002.288        2080.445        2052.599        2239.789        2489.862        2259.682        2240.424        2316.873        2331.858        2326.989        2236.225        2374.384        2172.440        2942.196        2777.860        2501.068        2300.668        2760.409        3103.694        2979.398        2942.321
         867.957        1534.188        1764.477        1857.758        2144.596        2159.623        2558.214        2317.344        1789.026        1384.697        1172.981        1119.200         842.126        1190.792        1553.206        1413.132        1434.736        1841.998        2107.199        2384.226        1962.949        2123.483        2412.987        2372.691        2064.952        1766.221        1673.292        1923.477        1603.825        1689.578        1187.225         891.543        1040.167        1233.084        1477.880        1164.650        1117.089        1479.814        1494.373        1232.750        1285.791        1195.416        1165.158         967.000         758.114         480.301         590.333         575.217         250.826         201.735         320.082         282.673         269.926         166.483         287.553         157.558         272.120         314.432         212.725         201.000         176.432         156.927         140.411         258.060         291.268         153.664         236.782         208.821         235.093         259.743         366.160         389.026         382.524         424.180         382.591         629.158         727.035        1004.557         710.889         738.816         794.142         516.095         320.972         711.820         727.810         630.569         562.096         825.453         694.774         674.771         832.783        1346.337        1148.329         620.606         492.599         893.347         939.343         660.131         534.342         395.609         452.527         345.321         412.178         422.043         462.617         518.803         484.124         451.131         506.550         443.571         367.938         204.637         245.601         293.042         297.720         212.208         177.386         173.150         207.163         225.618         218.306         283.490         260.071         316.166         333.202         338.377         393.005         315.738         358.857         334.969         304.413         311.688         262.207         370.409         343.834         485.637         403.085         434.803         159.925         126.136         116.345         118.973         113.882         107.089         100.958          91.804          88.713          89.923          98.073          87.701          86.319          90.854          88.086          93.856          85.889          89.371          90.937          88.188          88.612          87.988          82.882          81.822          81.551          81.118          81.628          83.118          82.000          84.119          84.055          86.519          83.462          83.405          85.376          82.737          89.602          87.509          83.543          87.568          87.637          85.945          86.054          97.574          92.872          84.677          87.338          87.101          88.348          90.794          87.825          88.168          89.695          87.521          91.118          92.052          93.988          86.820          92.859          86.000          85.959          87.986          86.000          90.274          89.535          90.165          88.605          91.956          90.826          92.289          93.233          90.365          92.038          96.026          91.180          92.118          91.550          93.382          94.988          97.291          93.312          93.813          91.210          94.505          97.388          99.836          94.072          95.118          97.836          96.882         101.211         100.553         100.099         101.278         107.073          99.235         102.428         102.000         103.628         106.105         101.708         102.673         104.882         104.708         105.000         104.467         107.175         104.159         104.905         107.993         106.882         111.529         107.005         111.922         109.882         111.240         116.348         117.985         121.005         134.357         124.218         161.171         336.189         196.781         371.466         429.496         486.792         371.817         314.354         391.868         244.331         260.771         303.653         319.633         274.637         317.771         396.984         327.888         575.253         479.508         588.119         607.856         772.871         532.762         406.660         549.909         591.218         633.732         563.423         741.767         808.946        1226.277        1416.665        1910.040        1631.164        1151.229        1060.340         661.635        1018.467        1134.120         874.047        1382.478        1603.293        1158.208        1324.518        1399.299        1892.815        1792.795        1351.698        1074.482        1121.093        1362.648        1440.784        1629.936        1897.957        1685.094        1443.939        1714.172        1486.634        1753.958        1399.438        1128.341        1117.445        1094.792         752.886         780.023        1047.969        1394.087        1574.905        1485.321        1094.987         822.371         698.390         528.915         557.076         461.193         521.239         655.732         525.303         531.595         481.996         505.247         501.733         516.488         506.760         443.676         695.690         791.332         919.500         576.723         579.834        1011.652         721.064         907.155        1128.954         888.765         771.316         821.202        1195.829         954.814         755.429        1064.674        1303.672        1063.009         762.532        1163.399        1232.120        1149.134         794.015        1179.318        1531.428        1055.966        1396.040        1677.430        1304.912        1229.048        1523.651        1296.708        1393.359        1856.717        1908.354        2427.721        2642.980        2820.697        2781.124        2244.735        2786.866        2567.326        2536.087        2633.639        2261.556        2748.679        3053.046        2663.457        3011.072        2940.322        2785.576        2801.117        3118.543        2849.888        2648.333        2699.079
         939.150        1463.161        2161.308        2481.603        2513.866        2682.730        2543.898        2389.266        2281.315        1951.455        1571.214        1081.049        1035.371        1159.804        1578.320        1600.047        1582.548        1532.170        1912.737        2309.437        2581.157        2586.837        2558.136        2296.214        1926.222        1530.177        1726.582        1804.679        1941.773        1300.076         963.579        1357.265        1466.665        1167.889        1460.772        1669.161        1478.527        1336.593        1749.394        1708.266        1503.915        1365.486        1485.628        1049.017         968.262         537.986         579.352         490.270         249.530         418.890         408.841         310.298         359.387         242.330         284.011         185.578         280.151         265.603         266.031         243.340         291.188         244.516         139.047         263.151         266.561         167.182         196.329         330.614         382.655         357.859         406.900         529.067         482.661         551.972         585.074         679.739         915.231        1022.356         694.407         629.697         817.511         713.066         354.389         685.063        1076.566         738.743         885.585        1090.339        1119.870         920.782        1361.790        1187.988         958.385         434.048         988.942        1484.151        1425.013        1213.113         851.708         560.149         793.902         414.464         519.358         716.703         561.956         651.112         649.776         465.182         321.159         252.605         334.726         264.344         387.704         285.877         419.091         266.842         225.584         201.061         188.502         203.143         355.795         386.606         421.043         384.418         433.512         361.122         293.808         295.338         287.801         286.974         274.632         336.402         395.132         323.177         345.432         252.360         261.583         534.089         438.590         204.455         153.732         122.430         121.358         109.271         100.493          92.657          89.754          91.492          93.269          90.122          90.760          87.845          89.174          87.288          87.925          91.908          87.058          87.271          90.541          84.462          82.370          82.895          84.000          81.717          82.055          82.092          83.141          86.016          83.419          83.534          80.741          83.063          84.631          85.000          81.499          83.551          83.513          85.977          84.340          85.408          84.608          84.765          87.499          85.000          87.144          86.394          92.682          86.859          92.699          89.978          89.032          88.878          92.217          93.006          88.953          90.987          93.667          87.527          99.288          95.172          86.083          87.000          92.125          89.679          88.398          89.355          90.395          88.862          88.184          96.122          96.898          90.183          92.212          94.601          94.723          94.755          97.065          96.868          93.188          93.952          94.467          96.335          93.220          97.303          95.806          96.712          96.423          96.723          96.728          96.431          99.580         106.655         101.233         103.614          99.788          98.461         102.570         103.239         103.549         103.908         103.197         108.297         102.285         105.080         104.113         107.878         104.344         109.172         106.358         106.000         112.113         113.069         108.242         112.158         119.483         116.871         116.247         138.890         200.373         133.969         256.238         319.234         176.164         253.044         534.296         437.927         412.074         437.350         558.142         463.878         216.824         438.680         501.840         339.943         308.392         391.771         473.725         381.928         553.155         523.263         655.515         604.858         456.595         524.381         619.923         509.264         778.998         721.080         927.491         788.479        1080.724        1504.844        1553.889        1498.723         985.132         607.421         870.976         663.070        1028.980        1531.859        1291.294         966.454        1135.967        1642.820        2128.093        1835.295        1689.523        1236.323         958.423        1096.596        1147.335        1525.753        1609.452        1669.575        1727.897        1803.722        1657.624        1456.547        1241.904        1303.880        1034.191         793.858         847.161         790.646        1162.143        1318.265        1380.946        1553.140        1186.721        1000.201         900.775        1081.989         863.817         591.980         505.868         532.023         651.448         519.965         620.863         725.187         641.916         562.158         782.222         449.211         465.579         722.290         680.331         654.468         775.434         917.771         587.043         723.468         930.865         983.334         540.318         785.345        1067.087         991.015         577.546         921.691        1256.399         944.228         884.677         798.494        1196.110        1236.819         720.573        1138.791        1362.307        1199.320        1600.859        1558.258        1370.994        1130.127        1078.017        1042.088        1438.969        2007.191        2194.844        1973.317        2214.784        2477.653        2334.969        1999.890        2194.794        2314.782        2428.419        2375.962        2619.772        2910.573        2886.002        3022.643        2504.055        2693.236        2661.256        3073.171        2659.552        2552.435        2151.669        2491.508
        1217.913        1725.508        2100.876        2687.309        2564.497        2357.096        2308.050        2193.305        2061.506        1809.126        1338.078         859.350        1201.288        1491.793        1872.405        2193.242        1682.476        2059.555        1784.436        2081.031        2429.055        2394.317        2704.442        2274.417        2206.858        2173.616        2215.802        1693.284        1377.153        1301.969         988.485        1183.156        1613.788        1336.986        1776.782        1839.410        1460.578        1474.919        1530.523        1552.046        1603.310        1501.511        1478.609        1047.932         649.718         997.812         927.820         495.011         547.495         629.821         657.379         447.281         310.398         309.215         254.594         258.548         346.246         282.263         275.502         346.862         257.416         297.308         151.232         255.811         265.171         192.037         256.769         416.440         382.910         334.284         543.951         797.709         614.247         758.149         898.450         628.582         620.731         652.970         642.090         413.169         910.508         543.364         273.045         639.320        1000.874         928.852        1036.513        1379.209        1298.670        1126.615        1246.510         733.137         548.914         510.694         641.801         903.789        1228.060        1316.934         852.900        1098.599         842.975         502.967         732.900        1110.052         919.891        1064.939        1065.737         617.597         612.480         542.806         496.636         535.214         542.453         589.225         535.752         684.278         383.000         424.247         323.627         200.757         208.077         245.837         419.173         458.558         573.697         456.805         321.897         237.421         270.599         246.868         232.177         257.450         258.673         263.834         349.816         270.937         317.756         394.250         493.617         200.438         135.306         187.091         141.449         124.666         110.938          96.103          91.451          92.490          92.044          98.812          92.196          90.114          92.540          90.037          90.160          88.000          90.796          85.327          83.868          82.490          85.823          85.373          80.983          83.106          82.261          83.382          85.867          82.732          84.396          82.724          82.209          80.695          83.364          90.505          89.155          84.876          83.970          91.243          84.605          83.535          85.058          85.836          86.553          87.769          86.608          94.146          85.282          91.167          87.492          88.103          92.449          87.990          93.102          88.680          91.291          91.183          96.132          86.643          92.082          96.400          79.563          87.710          89.082          89.493          90.725          90.176          88.863          89.355          89.149          89.752          92.024          90.093          95.592          95.742         102.523          92.873          94.365          95.158          93.711          91.831          94.964          97.024          94.435          97.890          95.067         100.594          99.898          94.326          97.000          99.586          98.714          95.628          98.146         102.422          99.504         101.905          95.698         103.846         102.000         105.472         103.971         103.953         104.203         104.164         107.118         104.068         105.897         108.400         109.778         106.834         107.005         110.943         111.850         115.038         113.986         112.865         116.739         114.746         130.290         129.736         129.352         331.703         244.762         202.617         232.963         302.825         316.145         325.394         457.056         450.271         389.520         334.013         557.092         363.240         315.139         365.114         352.627         423.083         508.824         598.470         601.129         402.458         339.198         367.150         448.943         452.115         514.439         686.186         757.704         794.927         911.969        1192.573        1528.697        1603.662        1156.246         738.956         618.543         960.641        1387.507        1611.661        1103.524         842.592        1340.391        1676.359        2044.580        1655.278        1316.794        1201.324         898.366         957.758         996.950        1344.561        1292.045        1569.605        1398.285        1748.338        1714.323        1244.861        1041.169         893.042        1034.538         854.856         689.322         691.472         943.168         998.954        1281.333        1421.141        1463.961        1224.533        1243.529        1113.195         842.728         708.501         665.021         617.379         535.213         479.826         454.558         720.576         739.355         709.747         770.879         699.054         345.485         596.724         611.357         505.437         687.455         781.254         623.345         856.250         642.825         805.086         545.632         877.296         840.468         749.174         537.321         726.511        1307.437        1077.162         840.760         800.899        1274.727         982.546         736.950        1142.246        1129.137        1107.337        1793.509        1472.582         944.713         830.181        1050.815        1215.646        1676.742        2044.712        1903.610        1643.770        2284.378        2375.847        1942.597        1770.737        2073.076        2166.870        1941.121        2236.212        2145.238        2590.606        2299.926        2466.091        2269.240        2274.595        2233.993        2534.601        2506.900        2065.373        1909.758        2455.367
        1564.853        1935.412        2481.236        2808.569        2275.390        2047.113        2065.793        2043.256        1848.289        1418.140        1188.210        1158.437        1469.249        1765.259        2223.627        2424.235        2066.548        2183.694        2044.465        2209.523        2485.246        2405.266        2477.074        2660.538        2460.582        2280.544        1859.530        1541.910        1689.098        1367.745        1480.843        1922.247        1961.544        1738.999        1901.912        1898.818        1796.621        1556.155        1326.180        1205.983        1241.602        1042.482         888.001         739.224         893.094         756.062         904.469         381.278         491.792         827.648        1060.156         659.414         482.985         500.031         322.690         292.450         333.751         351.955         353.940         277.858         292.238         165.805         164.008         233.232         233.139         295.732         355.542         446.221         624.110         573.789         598.716         772.477         714.330        1228.926         861.313         555.495         911.539         463.365         884.154         509.046         939.801         880.799         376.812         501.993        1095.453        1234.155        1335.100        1428.865        1017.191         998.068         879.144         528.235         765.938         767.880        1139.054        1066.627        1499.582        1085.915        1024.496         755.325         563.610         545.291         666.263        1027.732         951.644         875.631         883.150         533.513         548.728         424.802         550.635         809.303        1058.956        1047.205        1172.644         704.299         600.440         625.833         511.087         384.096         435.783         313.779         253.577         306.638         365.370         426.133         335.279         228.153         199.844         205.214         174.287         194.041         214.263         208.840         271.658         303.920         319.737         396.043         322.660         327.741         202.813         185.041         222.940         155.688         133.438         130.742         103.480          98.046          97.217         102.953          91.409          91.681          90.298          91.260          89.720          88.472          86.272          86.132          89.030          85.166          84.659          85.742          85.057          83.778          83.227          82.916          83.780          83.325          82.070          82.971          82.101          80.129          80.276          84.501          84.123          84.132          84.995          87.586          86.264          86.394          90.553          87.502          86.093          89.206          90.944          87.792          86.657          86.549          87.481          87.416          90.674          86.473          90.000          84.000          90.711          88.269          87.255          92.419          87.838          89.805          92.223          88.000          89.973          92.000          91.917          94.173          88.830          89.961          96.372          93.700          96.806          91.441          91.595          91.226          95.752          92.003          93.353          96.555          96.366          98.419          95.218          95.623          93.102          94.638          94.831          95.553         100.471          97.917          96.444          97.682          98.709          95.509          98.609         103.895         101.122         102.142         101.778         105.101         104.537         107.209         104.762         111.271         107.879         105.052         105.803         104.123         103.194         108.132         105.831         106.000         110.840         108.000         111.977         111.117         115.509         111.006         117.595         116.739         116.272         120.922         131.908         139.509         317.242         200.259         207.139         215.579         255.094         332.426         435.821         594.472         269.348         556.146         394.161         457.330         278.127         390.984         348.012         374.112         582.588         456.113         526.902         337.122         596.486         668.596         553.309         655.932         709.804         603.961         610.713         729.468         823.327        1022.907        1134.912        1450.182        1278.026         976.573         492.508         711.550        1098.739        1334.157        1195.556         792.035        1253.940        1473.054        1827.805        1851.915        1580.217        1348.778        1107.178         793.041         986.656        1050.957        1073.717        1150.586        1213.454        1449.666        1855.316        1438.634        1365.471        1076.949         926.014         825.720         994.539         744.371         808.675         887.027        1036.226        1319.863        1477.370        1498.487        1245.760        1035.521         907.947         925.018         790.021         911.804         589.776         550.329         442.068         629.464         962.372         852.913         804.512         736.646         548.033         322.399         370.636         463.316         649.442         744.837         532.764         809.558         591.551         706.036         511.387         705.575         668.869         589.810         584.855         712.097         909.408         748.793         716.397         678.247        1163.968         831.054         715.286        1044.340        1144.062        1041.432        1525.868        1210.161         820.676        1132.483        1544.772        1664.381        1981.222        1976.254        1392.667        1648.668        2017.682        2164.382        1926.909        1522.479        2127.587        2024.524        1639.174        1918.425        2069.980        2352.945        1855.691        2323.906        2129.610        1948.116        1815.304        2305.079        2373.333        2153.799        1655.509        2195.446
