90.0000 0.9456
88.4755 0.9456
87.3866 0.7736
85.8621 0.7736
84.2287 0.6017
82.3775 0.6017
80.8530 0.5158
79.9819 0.5158
78.7840 0.4298
77.6951 0.5158
76.2795 0.4298
74.9728 0.4298
73.8838 0.3438
73.0127 0.3438
72.1416 0.1719
71.0526 0.1719
70.0726 0.1719
68.8748 0.2579
67.5681 0.4298
66.3702 0.6017
65.2813 0.6877
64.5191 0.6877
63.5390 0.6877
62.4501 0.6017
61.5789 0.6017
60.4900 0.5158
59.9456 0.5158
59.1833 0.5158
58.2033 0.6877
57.2232 0.7736
56.0254 0.7736
55.0454 0.8596
54.2831 0.8596
53.1942 0.8596
52.1053 0.8596
50.9074 0.7736
50.0363 0.7736
48.9474 0.6877
47.6407 0.6017
46.4428 0.5158
45.1361 0.5158
44.0472 0.5158
42.8494 0.5158
41.5426 0.6017
40.5626 0.6017
39.6915 0.6877
38.9292 0.6877
38.1670 0.6877
37.2958 0.6877
36.4247 0.6017
35.3358 0.6017
34.4646 0.5158
33.5935 0.5158
32.6134 0.6877
31.7423 0.8596
30.8711 0.9456
29.8911 0.9456
28.9111 1.0315
27.8221 0.9456
26.6243 0.9456
25.5354 1.0315
24.4465 1.1175
23.2486 1.1175
22.3775 1.1175
21.2886 1.2034
20.3085 1.2034
19.1107 1.3754
17.8040 1.3754
16.8240 1.3754
15.4083 1.3754
14.1016 1.3754
12.6860 1.3754
11.5971 1.3754
10.3993 1.2894
